Tibetan	Description
སརྦབཱཀྐརྨཛྙཱནཔཱུརྦཾགམཾཛྙཱནཱནུཔརིབརྟྟཱི	ངག་གི་ལས་ཐམས་ཅད་ཡེ་ཤེས་སྔོན་དུ་འགྲོ་ཞིང་ཡེ་ཤེས་ཀྱི་རྗེས་སུ་འབྲང་བ།
སརྦམནསྐརྨཱཛྙཱནཔཱུརྦཾགམཾཛྙཱནཱནུཔརིབརྟྟཱི	ཡིད་ཀྱི་ལས་ཐམས་ཅད་ཡེ་ཤེས་སྔོན་དུ་འགྲོ་ཞིང་ཡེ་ཤེས་ཀྱི་རྗེས་སུ་འབྲང་བ།
ཨཏཱིཏེདྷྱནཱསཾགམཔྲཏིཧཏཾཛྙཱནདརྴནཾཔྲབརྟཏེ	འདས་པའི་དུས་ལ་མ་ཆགས་མ་ཐོགས་པའི་ཡེ་ཤེས་མཐོང་བ་འཇུག་པ།
ཨནཱགཏེདྷྭནྱསཾགམཔྲཏིཧཏཾཛྙཱནདརྴནཾཔྲབརྟཏེ	མ་འོངས་པའི་དུས་ལ་མ་ཆགས་མ་ཐོགས་པའི་ཡེ་ཤེས་མཐོང་བ་འཇུག་པ།
པྲཏྱུཏྤནྣདྷྭནྱསཾགམཔྲཏིཧཏཾཛྙཱནདརྴནཾཔྲབརྟྟཏེ	།ད་ལྟར་གྱི་དུས་ལ་མ་ཆགས་མ་ཐོགས་པའི་ཡེ་ཤེས་མཐོང་བ་འཇུག་པ།
ནིརཱཏྨཱནསྶརྦདྷརྨཱཿསཏྭཱཤྩནཻརཱཏྨྱཱཾནཱདྷིམུཙྱནྟེཨཏསྟཐཱགཏསྱསཏྭེཥུམཧཱཀརུཎོཏྤདྱཏེ	ཆོས་ཐམས་ཅད་ནི་བདག་མེད་པ་ཡིན་ན་སེམས་ཅན་རྣམས་བདག་མེད་པར་མ་མོས་པས་དེའི་ཕྱིར་སེམས་ཅན་རྣམས་ལ་དེ་བཞིན་གཤེགས་པའི་ཐུགས་རྗེ་ཆེན་པོ་སྐྱེའོ།།
ནིཿསཏཱཿསརྦདྷརྨྨཱཿ	ཆོས་ཐམས་ཅད་ནི་སེམས་ཅན་མེད་པ།
ནིཛིབཱཿསརྦདྷརྨྨཱཿ	ཆོས་ཐམས་ཅད་ནི་སྲོག་མེད་པ།
ནིཥྤུངྒལཱཿསརྦདྷརྨྨཱཿ	ཆོས་ཐམས་ཅད་ནི་གང་ཟག་མེད་པ།
ཨབྷཱབཱཿསརྦདྷརྨྨཱཿ	ཆོས་ཐམས་ཅད་ནི་རང་བཞིན་མེད་པ།
ཨནིཀེཏཱཿསརྦདྷརྨྨཱཿ	ཆོས་ཐམས་ཅད་ནི་གནས་མེད་པ།
ཨནཱལཡཱཿསརྦདྷརྨྨཱཿ	ཆོས་ཐམས་ཅད་ནི་གཞི་མེད་པ།
ཨམམཱཿསརྦདྷརྨྨཱཿ	ཆོས་ཐམས་ཅད་ནི་ང་ཡི་བར་བྱར་མེད་པ།
ཨཤྭཱམིཀཱཿསརྦདྷརྨཿ	ཆོས་ཐམས་ཅད་ནི་བདག་པོ་མེད་པ།
ཨབསྟུཀཱཿསརྦདྷརྨྨཱཿ	ཆོས་ཐམས་ཅད་ནི་དངོས་པོ་མེད་པ།
ཨཛཱཏཱཿསརྦདྷརྨྨཱཿ	ཆོས་ཐམས་ཅད་ནི་མ་སྐྱེས་པ།
ཨཙྱུཏཱཨནུཏྤནྣཱཿསརྦདྷརྨྨཱཿ	ཆོས་ཐམས་ཅད་ནི་ཤི་འཕོ་མེད་ཅིང་མ་སྐྱེས་པ།
ཨསཾཀླིཥྚཱཿསརྦདྷརྨྨཱཿ	ཆོས་ཐམས་ཅད་ནི་ཀུན་ནས་ཉོན་མོངས་པ་ཅན་མ་ཡིན་པ།
བིགཏརཱགཱཿསརྦདྷརྨྨཱཿ	ཆོས་ཐམས་ཅད་ནི་འདོད་ཆགས་དང་བྲལ་བ།
བིགཏདྭེཥཱཿསརྦདྷརྨྨཱཿ	ཆོས་ཐམས་ཅད་ནི་ཞེ་སྡང་དང་བྲལ་བ།
བིགཏམོཧཱཿསརྦ་དྷརྨྨཱཿ	ཆོས་ཐམས་ཅད་ནི་གཏི་མུག་དང་བྲལ་བ།
ཨནཱགཏིཀཱཿསརྦདྷརྨྨཱཿ	ཆོས་ཐམས་ཅད་ནི་འོང་བ་མེད་པ།
ཨགཏིཀཱཿསརྦདྷརྨྨཱཿ	ཆོས་ཐམས་ཅད་ནི་འགྲོ་བ་མེད་པ།
ཨནབྷིསཾསྐཱརཿསརྦདྷརྨྨཱཿ	ཆོས་ཐམས་ཅད་ནི་མངོན་པར་འདུ་བྱེད་པ་མེད་པ།
ཨཔྲཔཉྩཱཿསརྦདྷརྨྨཱཿ	ཆོས་ཐམས་ཅད་ནི་སྤྲོས་པ་མེད་པ།
ཤཱུནྱཱཿསརྦདྷརྨྨཱཿ	ཆོས་ཐམས་ཅད་ནི་སྟོང་པ།
ཨནིམིཏྟཱཿསརྦདྷརྨྨཱཿ	ཆོས་ཐམས་ཅད་ནི་མཚན་མ་མེད་པ།
ཨཔྲཎིཧཱིཏཱཿསརྦ་དྷརྨྨཱཿ	ཆོས་ཐམས་ཅད་ནི་སྨོན་པ་མེད་པ།
ཨནྱོ྅ནྱབིབཱདསཾགྲྀཧིཏོབཏཱཡཾལོཀསནྣིབེཤོབྱཱཔཱདཁིལདྭེཥཔྲཏིཔནྣཨིཏིསཾཔཤྱཏ	ཀྱེ་མ་འཇིག་རྟེན་གནས་པ་འདི་ནི་ཕན་ཚུན་རྩོད་པས་ཡོངས་སུ་ཟིན་ཅིང་གནོད་སེམས་ཀྱི་ཐ་བ་དང་ཞེ་སྡང་ལ་ཞུགས་པར་གཟིགས།
བིཔཪྻཱསསཾཔྲཡུཀྟོབཏཱཡཾལོཀསནྣིབེཤོབིཥམམཱརྒཔྲཡཱཏཿཨུཏྤཐམཱརྒསྠཱཡཱི	ཀྱེ་མ་འཇིག་རྟོན་གནས་པ་འདི་ནི་ཕྱིན་ཅི་ལོག་དང་ལྡན་ཞིང་ལམ་ཉམ་ང་བར་ཞུགས་པ་ལམ་གོལ་བ་ལ་གནས་པ།
ལུབྡྷོལཱསཱབྷིབྷཱུཏོབཏཱཡཾལོཀསནྣིབེཤཿ	ཨཏྲིཔྟཿཔར་ཙིདུཔཧཱརཱི
དྷནདྷཱནྱགྲྀྀཧཔུཏྲབྷཱཪྻཱཏྲིཥྞཱདཱསཱབཏེམེསཏྭཨསཱརེསཱརསཾཛྙིནཿ	ཀྱེ་མ་སེམས་ཅན་འདི་དག་ནི་ནོར་དང་འབྲུ་དང་ཁྱིམ་དང་བུ་དང་ཆུང་མ་ལ་སྲེད་པས་འཁོལ་བ་སྟེ་སྙིངཔོ་མེད་པ་ལ་སྙིང་པོར་འདུ་ཤེས་པ།
བིཥམཱཛཱིབཱབཏེམེསཏྭཱཨནྱོ྅ནྱཔརིབཉྩནོཔསྠིཏཱཿ	ཀྱེ་མ་སེམས་ཅན་འདི་དག་ནི་མི་རིགས་པས་འཚོ་བ་སྟེ་གཅིག་ལ་གཅིག་འདྲིད་པས་གནས་པ།
ཨཏྲྀཔྟཱབཏེམེསཏྭཱལཱབྷསཏྐཱརཤློཀོཔཙརིཏཱཿ	ཀྱེ་མ་སེམས་ཅན་འདི་དག་ནི་ཆོག་མི་ཤེས་པ་སྟེ་རྙེད་པ་དང་བཀུར་སྟི་དང་ཚིགས་སུ་བཅད་པ་ལ་སྤྱོད་ཀྱང་།
ཏྲྀཔྟཱསྨཨིཏིཔྲཏིཛཱནཏེ	བདག་ནི་ཆོག་ཤེས་པའོ་སྙམ་དུ་འཛིན།
ནཏྱཱབྷིརཏཱབཏེམེསཏྭཱཨེཀཱནྟཱཀླྀཥྚདུཿཁབྷཱཛནེགྲྀྀཏཱབཱསེཀཱརནོཔགཿཔུནཿསརྦདྷརྨྨཱབིཋཔནཔྲཏྱུཔསྠཱནལཀྵཎཱཿ	ཀྱེ་མ་སེམས་ཅན་འདི་དག་ནི་ཁྱིམ་གྱི་གནས་སྡུག་བསྔལ་གྱི་སྣོད་ཀུན་ནས་ཉོན་མོངས་པ་ཅན་ལ་རྟག་ཏུ་དགའ་བ་ཆོས་ཐམས་ཅད་ནི་རྒྱུས་ཉེ་བར་འགྲོ་བ་སྟེ་སྒྲུབ་པས་ཉེ་བར་གནས་པའི་མཚན་ཉིད།
ཨིདཾཔུནརགྲམསཾགཛྙཱནམུཏྶྲྀཛྱབིཤིཥྚཔརིནིརྦཱ་ཎ	ཏཾསཏྭཱཧཱིནཡཱནཾཔྲཱརྠཡནྟེཡདིདཾཤྲཱབཀཔྲཏྱེཀབུདྡྷཡཱནཱཾཏེབྷྱཨུདཱརེམཏིརོཙཡིཥྱམཱིཏིཡདིདཾབུདྡྷཾཛྙཱནཱདྷྱཱལཾབནཏཱཡཻཨིཏྭིཏཐཱགཏསྱསཏྭེཥུམཧཱཀརུཎོཏྤདྱཏེ།
ཤུཤྲཱུཥམཱཎེཥུསམཙིཏྟཏཱ	གུས་པར་ཉན་པ་རྣམས་ལ་སེམས་སྙོམས་པ།
ཨཤུཤྲཱུཥམཱཎེཥུསམཙིཏྟཏཱ	གུས་པར་མི་ཉན་པ་རྣམས་ལ་སེམས་སྙོམས་པ།
ཤུཤྲཱུཥམཱཎཤུཤྲཱུཥམཱཎེཥུསམཙིཏྟཏཱ	།གུས་པར་ཉན་པ་དང་གུས་པར་མི་ཉན་པ་རྣམས་ལ་སེམས་སྙོམས་པ
པརིཤུདྡྷཀཱཡསམུདཱཙཱརསྟཐཱགཏཿ	དེ་བཞིན་གཤེགས་པའི་སྐུའི་ཕྲིན་ལས་ཀྱི་སྤྱོད་པ་ཡོངས་སུ་དག་པ་སྟེ།
ནཱསྟིཏཐཱགཏསྱཱཔརིཤུདྡྷཀཱཡསམུདཱཙཱརཏཱ	དེ་བཞིན་གཤེགས་པ་ལ་སྐུའི་ཕྲིན་ལས་ཡོངས་སུ་མ་དག་པ་མེད་པ།
པརིཤུདྡྷབཱཀྶམུདཱཙཱརསྟཐཱགཏཿ	དེ་བཞིན་གཤེགས་པ་ལ་གསུང་གི་ཕྲིན་ལས་ཀྱི་སྤྱོད་པ་ཡོངས་སུ་དག་པ་སྟེ།
ནཱསྟིཏཐཱགཏསྱཱཔརིཤུདྡྷབཱཀྶམུདཱཙཱརཏཱ	དེ་བཞིན་གཤེགས་པ་ལ་གསུང་གི་ཕྲིན་ལས་ཀྱི་སྤྱོད་པ་ཡོངས་སུ་མ་དག་པ་མེད་པ།
པརིཤུདྡྷམནཿསམུདཱཙཱརསྟཐཱགཏཿ	དེ་བཞིན་གཤེགས་པ་ལ་ཐུགས་ཀྱི་ཕྲིན་ལས་ཀྱི་སྤྱོད་པ་ཡོངས་སུ་དག་པ་སྟེ།
ནཱསྟིཏཐཱགཏསྱཱཔརིཤུདྡྷམནཿསམུདཱཙཱརཏཱ	དེ་བཞིན་གཤེགས་པ་ལ་ཐུགས་ཀྱི་ཕྲིན་ལས་ཀྱི་སྤྱོད་པ་ཡོངས་སུ་མ་དག་པ་མེད་དོ།།
པརིཤུདྡྷཛཱིབསྟཐཱགཏཿ	དེ་བཞིན་གཤེགས་པ་ལ་འཚོ་བ་ཡོངས་སུ་དག་པ་སྟེ།
ནཱསྟིཏཐཱགཏསྱཱཔརིཤུདྡྷཛཱིབཏཱ	།དེ་བཞིནག་ཤེགས་པ་ལ་འཚོ་བ་ཡོངས་སུ་མ་དག་པ་མེད་དོ།།
དྷརྨཔྲཏིསམྦིཏ྄	ཆོས་སོ་སོ་ཡང་དག་པར་རིག་པ།
ཨརྠཔྲཏིསམྦིཏ྄	དོན་སོ་སོ་ཡང་དག་པར་རིག་པ།
ནིརུཀྟིཔྲཏིསམྦིཏ྄	ངེས་པའི་ཚིག་སོ་སོ་ཡང་དག་པར་རིག་པ།
པྲཏིབྷཱནཔྲཏིསམྦིཏ྄	།སྤོབས་པ་སོ་སོ་ཡང་དག་པར་རིག་པ།
དིབྱཾཙཀྵུཿ	ལྟའི་སྤྱན།
དིབྱཾཤྲོཏྲམ྄	ལྷའི་སྙན།
པརཙིཏྟཛྙཱནཾ	ཕ་རོལ་གྱི་སེམས་ཤེས་པ།
ཙེཏཿཔཪྻཱཡཛྙཱནཾ	སེམས་ཀྱི་རྣམ་གྲངས་ཤེས་པ།
པཱུརྦནིབཱསཱནུསྨྲྀཏིཛྙཱནམ྄	སྔོན་གྱི་གནས་རྗེས་སུ་དྲན་པ་ཤེས་པ།
རྀདྡྷིཔིདྷིཛྙཱནཾ	རྫུ་འཕྲུལ་གྱི་བྱ་བ་ཤེས་པ།
ཨཱསྲབཀྵཡཛྙཱནཾ	།ཟག་པ་ཟད་པ་ཤེས་པ།
ཡཐཱསམཱཧིཏེཙིཏྟེསྭཡེཨཱསནེ྅ནྟརྷིཏཿ	ཇི་ལྟར་སེམས་མཉམ་པར་གཞག་པ་བཞིན་དུ་བདག་གི་སྟན་གྱི་སྟེང་དུ་མི་སྣང་བར་འགྱུར།
བིཧཱཡསྱབྷྱུངྒམྱཙཏུརྦིདྷམཱིཪྻཱཔཐཾཀལྤཡཏི	ནམ་མཁའ་ལ་མངོན་པར་འཕགས་ཏེ་སྤྱོད་ལམ་རྣམ་པ་བཞི་བྱེད།
ཨུཔརིམཿཀཱཡཿཔྲཛྭལཏི	ལུས་ཀྱི་སྟོད་ནས་མེ་འབར།
ཨདྷཿཀཱཡཱཏྲཤཱིཏལཱབཱརིདྷཱརཱཿསྱནྡནྟེ	ལུས་ཀྱི་སྨད་ནས་ཆུ་གྲང་མོའི་རྒྱུན་འབབ།
ཨནེཀབིདྷམྲྀྀདྡྷིབིཥཡཾཔྲཏྱནུབྷབཏི	རྫུ་འཕྲུལ་གྱི་ཡུལ་རྣམ་པ་མང་པོ་མྱོང་བར་བྱེད་པ་ཡིན།
ཨོཀོབྷཱུཏཱབཧུདྷཱབྷབཏི	གཅིག་ཏུ་གྱུར་ནས་མང་པོར་འགྱུར།
བཧུདྷཱབྷཱུཏྭཱཨེཀོབྷབཏི	མང་པོར་གྱུར་ནས་གཅིག་ཏུ་འགྱུར།
དྱུཏིརྦྷབཏིཏིརོདྷཱནམཔིཔྲཏྱནུབྷབཏི	སྣང་བར་འགྱུར་ཞིང་མི་སྣང་བར་ཡང་འགྱུར།
ཏིརཿཀུཊྱཾ	རྩིག་པ་ལ་ཡང་ཐད་ཀར་འགྲོ།
